user_id,reward,level
35268,9000,0
35276,12000,1
35277,22000,1
35314,7500,0
35330,1000,0
35359,92000,2
35364,16500,1
35372,2500,0
35375,20000,1
35389,18500,1
35400,76500,2
35427,2000,0
35493,329000,3
35546,7500,0
35553,6000,0
35554,1000,0
35576,1500,0
35620,2000,0
35641,7000,0
35657,3500,0
35667,2000,0
35717,1500,0
35746,257500,3
35771,12000,1
35779,28000,1
35818,34000,2
35881,50000,2
35883,6000,0
35900,20500,1
35937,25000,1
35961,8500,0
35992,14500,1
36015,5000,0
36023,41000,2
36025,57000,2
36046,19000,1
36062,23000,1
36084,28500,1
36113,26500,1
36150,2500,0
36162,3000,0
36164,17500,1
36192,52500,2
36193,26000,1
36203,8500,0
36286,2000,0
36296,50000,2
36317,1000,0
36321,10500,1
36323,3000,0
36327,83500,2
36334,19500,1
36369,52000,2
36399,3000,0
36422,59500,2
36451,31500,2
36465,1500,0
36472,4000,0
36482,20000,1
36484,7000,0
36506,24000,1
36522,1500,0
36533,18000,1
36534,13500,1
36550,39500,2
36594,63000,2
36635,44000,2
36639,5000,0
36649,45000,2
36661,15000,1
36678,23000,1
36683,13500,1
36684,4500,0
36693,9500,0
36713,7000,0
36719,7500,0
36723,1500,0
36729,4500,0
36734,30500,2
36736,5000,0
36801,6000,0
36810,10000,1
36825,14000,1
36842,3000,0
36852,24000,1
36856,5000,0
36875,39000,2
36909,6000,0
36942,4000,0
36944,56000,2
36961,28000,1
36975,39500,2
36983,4000,0
36991,15500,1
37028,4000,0
37095,1000,0
37106,21000,1
37126,1500,0
37135,2500,0
37155,10500,1
37160,49500,2
37171,87000,2
37178,6000,0
37183,1500,0
37192,24000,1
37210,12000,1
37215,4000,0
37216,500,0
37252,18000,1
37284,32000,2
37285,47000,2
37380,3000,0
37385,6000,0
37386,2000,0
37401,5500,0
37424,51500,2
37428,1730500,3
37435,1500,0
37447,77000,2
37449,5000,0
37457,37000,2
37466,1000,0
37503,16000,1
37605,5500,0
37608,3000,0
37609,500,0
37647,16000,1
37655,16000,1
37665,15000,1
37669,1000,0
37692,14500,1
37753,12500,1
37767,115000,3
37769,1500,0
37771,1500,0
37787,19500,1
37789,5000,0
37796,2000,0
37808,2000,0
37855,8000,0
37913,61500,2
37938,2000,0
37946,43500,2
37960,19500,1
37965,22000,1
38008,7500,0
38009,2000,0
38022,11000,1
38037,3000,0
38043,3000,0
38050,70000,2
38061,26500,1
38073,22000,1
38075,2500,0
38077,38500,2
38085,1500,0
38116,12000,1
38125,1500,0
38134,35000,2
38148,238500,3
38170,4000,0
38176,61000,2
38188,1500,0
38198,1500,0
38210,37500,2
38215,3000,0
38227,219500,3
38245,9000,0
38272,9500,0
38280,19000,1
38309,2000,0
38312,28000,1
38428,2000,0
38446,2000,0
38461,6000,0
38462,22500,1
38470,47000,2
38487,2500,0
38506,6000,0
38524,3000,0
38547,27500,1
38561,9000,0
38577,13000,1
38584,3500,0
38639,13000,1
38648,6000,0
38653,27000,1
38671,2500,0
38694,2000,0
38696,5000,0
38703,5000,0
38714,450000,3
38759,9500,0
38791,12000,1
38803,4000,0
38807,79500,2
38831,43500,2
38860,2000,0
38900,17000,1
38911,2500,0
38922,120500,3
38946,1500,0
38960,14000,1
38981,15500,1
38992,1500,0
39111,28500,1
39183,3000,0
39185,1000,0
39237,81000,2
39245,30000,2
39246,33500,2
39250,3000,0
39307,2000,0
39327,2000,0
39364,12000,1
39372,7000,0
39381,7000,0
39407,3500,0
39408,5000,0
39426,53500,2
39434,14000,1
39458,18000,1
39488,1500,0
39494,2500,0
39497,72500,2
39504,11500,1
39562,6000,0
39618,3000,0
39619,43500,2
39633,2500,0
39635,16500,1
39637,5000,0
39653,1500,0
39682,8000,0
39733,1500,0
39750,2500,0
39763,1000,0
39772,2000,0
39782,7500,0
39796,5000,0
39807,1500,0
39847,5000,0
39853,2500,0
39870,2000,0
39924,46500,2
39952,2000,0
39988,13000,1
40070,16000,1
40094,35000,2
40095,1500,0
40101,5000,0
40103,18000,1
40128,2500,0
40156,9000,0
40167,9000,0
40174,1000,0
40205,19000,1
40219,8000,0
40295,9000,0
40307,9000,0
40314,3000,0
40329,1000,0
40337,24000,1
40356,2000,0
40421,1623500,3
40477,500,0
40484,21500,1
40485,1500,0
40492,3000,0
40532,21500,1
40554,46500,2
40572,11000,1
40607,71000,2
40608,2500,0
40610,12500,1
40629,10000,1
40653,140000,3
40669,159000,3
40675,84000,2
40689,125500,3
40707,500,0
40712,10000,1
40719,28000,1
40720,11000,1
40734,2000,0
40773,1000,0
40778,7500,0
40785,28000,1
40810,3500,0
40853,1500,0
40861,95000,2
40872,54000,2
40874,9000,0
40880,196500,3
40898,23000,1
40911,4500,0
40915,35500,2
40936,6000,0
40943,89000,2
40962,34000,2
41001,2500,0
41018,2000,0
41030,83500,2
41050,235000,3
41078,2500,0
41144,5500,0
41149,4500,0
41165,2500,0
41169,3000,0
41171,2500,0
41198,80500,2
41199,10000,1
41214,1500,0
41215,1500,0
41238,2000,0
41251,27000,1
41302,119000,3
41310,102000,3
41323,35500,2
41324,1500,0
41328,6000,0
41359,13500,1
41370,1000,0
41387,3000,0
41392,5500,0
41414,3500,0
41415,4000,0
41428,3000,0
41433,13500,1
41446,11000,1
41457,1000,0
41461,2500,0
41474,1500,0
41521,1500,0
41531,1000,0
41533,10500,1
41534,83000,2
41550,96000,2
41551,5500,0
41576,25000,1
41640,2000,0
41683,4000,0
41687,4500,0
41705,18500,1
41757,48000,2
41777,1000,0
41790,75000,2
41801,25500,1
41811,1500,0
41837,103000,3
41849,1000,0
41857,3500,0
41865,29500,1
41866,6500,0
41868,14000,1
41880,12000,1
41887,18000,1
41904,26500,1
41908,1500,0
41944,1500,0
41987,3500,0
42005,5500,0
42024,1000,0
42038,60500,2
42070,12000,1
42105,16000,1
42130,12000,1
42151,3000,0
42210,7500,0
42212,5000,0
42215,14000,1
42316,66500,2
42329,2500,0
42345,18500,1
42346,15000,1
42350,9500,0
42352,1500,0
42371,12000,1
42477,10500,1
42488,2000,0
42491,13500,1
42494,2500,0
42495,1500,0
42553,19000,1
42573,28500,1
42577,12000,1
42579,49000,2
42627,32000,2
42669,36000,2
42685,16500,1
42693,72500,2
42724,1500,0
42739,2000,0
42776,271000,3
42826,141000,3
42861,22000,1
42863,6500,0
42864,5500,0
42878,3500,0
42887,8500,0
42889,3500,0
42890,1000,0
42909,8500,0
42912,2000,0
42914,2500,0
42945,2000,0
42964,9000,0
42994,7500,0
43022,12000,1
43028,9500,0
43036,2000,0
43047,2500,0
43053,2500,0
43058,19000,1
43079,500,0
43081,12000,1
43095,11500,1
43114,128000,3
43127,12000,1
43138,7000,0
43141,2500,0
43149,11000,1
43196,4000,0
43201,12000,1
43241,114000,3
43256,31000,2
43269,2500,0
43313,7500,0
43335,53000,2
43376,1500,0
43419,4500,0
43429,10500,1
43440,1000,0
43448,21500,1
43457,12500,1
43481,12000,1
43486,4000,0
43489,2000,0
43512,9000,0
43522,11500,1
43546,5000,0
43555,29500,1
43574,1000,0
43582,25500,1
43602,5000,0
43613,2500,0
43627,2000,0
43636,25500,1
43651,9000,0
43659,7500,0
43666,1500,0
43695,56000,2
43697,2000,0
43699,5000,0
43704,5000,0
43706,2000,0
43708,4000,0
43717,69500,2
43722,6000,0
43734,12000,1
43736,3000,0
43770,11000,1
43779,5000,0
43801,1500,0
43808,4000,0
43821,2000,0
43853,25000,1
43869,23000,1
43887,1000,0
43890,79500,2
43938,431000,3
44010,1000,0
44035,36000,2
44081,1000,0
44104,8000,0
44156,3000,0
44182,1000,0
44215,1500,0
44245,2500,0
44253,4500,0
44270,5000,0
44277,44500,2
44329,20500,1
44332,3000,0
44335,6000,0
44336,1000,0
44340,3500,0
44388,12500,1
44396,2000,0
44399,4500,0
44400,6000,0
44405,6000,0
44434,2500,0
44436,15000,1
44438,4500,0
44444,7000,0
44495,51000,2
44498,10000,1
44501,2000,0
44531,5500,0
44534,44000,2
44538,48500,2
44539,39500,2
44557,2000,0
44580,6000,0
44616,93500,2
44622,2000,0
44660,25500,1
44699,5000,0
44732,3000,0
44757,5500,0
44792,63500,2
44807,11000,1
44820,1500,0
44830,252500,3
44850,43500,2
44863,4500,0
44870,41500,2
44873,51000,2
44898,11500,1
44970,3000,0
44998,2500,0
45005,220500,3
45043,8500,0
45058,2000,0
45078,5000,0
45095,7000,0
45111,13500,1
45133,43500,2
45147,42500,2
45155,78500,2
45176,3000,0
45179,4000,0
45188,22000,1
45190,78500,2
45208,22000,1
45210,5000,0
45224,11000,1
45243,2500,0
45247,22500,1
45261,2000,0
45271,45000,2
45283,2000,0
45290,22000,1
45299,36500,2
45313,12500,1
45328,31500,2
45329,3000,0
45337,2000,0
45343,42000,2
45352,106000,3
45355,6000,0
45374,4500,0
45404,500,0
45423,20000,1
45424,51000,2
45436,13500,1
45440,2500,0
45441,3000,0
45467,112000,3
45509,3000,0
45543,2000,0
45552,3500,0
45560,7500,0
45598,106500,3
45601,14500,1
45611,1500,0
45612,9000,0
45615,3000,0
45642,84000,2
45643,7500,0
45660,5000,0
45670,84000,2
45673,2000,0
45691,5500,0
45697,8000,0
45732,38500,2
45745,5000,0
45750,17000,1
45759,9500,0
45780,10500,1
45793,11500,1
45810,14000,1
45815,3000,0
45837,500,0
45841,6000,0
45870,3000,0
45889,37500,2
45892,58500,2
45900,1000,0
45902,11000,1
45915,4000,0
45941,31500,2
45975,4000,0
45987,4000,0
45990,141000,3
46004,3000,0
46023,7000,0
46049,3000,0
46067,3000,0
46070,18000,1
46114,2000,0
46119,3000,0
46194,24500,1
46208,45500,2
46222,66000,2
46223,2500,0
46276,1500,0
46281,12500,1
46291,3500,0
46293,10000,1
46301,114500,3
46304,2000,0
46314,11000,1
46366,23500,1
46369,7500,0
46391,8000,0
46398,1500,0
46416,6000,0
46419,26000,1
46424,2000,0
46427,2000,0
46451,2500,0
46452,71000,2
46466,2000,0
46478,99500,2
46486,7000,0
46500,10500,1
46516,60000,2
46524,8500,0
46560,35000,2
46566,1500,0
46577,1000,0
46584,15500,1
46599,130000,3
46601,11000,1
46619,33000,2
46628,15000,1
46632,12500,1
46640,13000,1
46684,11000,1
46726,1000,0
46752,6000,0
46754,4000,0
46760,44000,2
46761,2000,0
46763,1000,0
46845,16500,1
46868,14000,1
46911,7500,0
46919,78500,2
46925,596500,3
46935,51000,2
46947,12000,1
47010,1000,0
47040,3000,0
47076,117000,3
47081,2500,0
47137,5000,0
47147,2000,0
47161,3000,0
47170,18500,1
47213,7000,0
47218,2000,0
47224,1500,0
47266,126000,3
47294,1500,0
47320,63000,2
47322,3000,0
47356,53500,2
47379,13500,1
47420,3500,0
47433,2500,0
47440,18000,1
47441,2651500,3
47442,46500,2
47457,18000,1
47475,3000,0
47478,34500,2
47483,4000,0
47491,5000,0
47505,4500,0
47510,6000,0
47519,14000,1
47527,14000,1
47529,1000,0
47537,2000,0
47538,10000,1
47559,4500,0
47560,63500,2
47564,20000,1
47568,9000,0
47572,9500,0
47596,19000,1
47620,106000,3
47635,9000,0
47647,1500,0
47681,9000,0
47685,3000,0
47694,2000,0
47696,17000,1
47776,5000,0
47788,27500,1
47792,2500,0
47811,14000,1
47841,21000,1
47843,17000,1
47848,83500,2
47851,22500,1
47853,6000,0
47856,27000,1
47861,31500,2
47875,3500,0
47885,1000,0
47886,22500,1
47900,86500,2
47905,26000,1
47926,28500,1
47932,1500,0
48030,1500,0
48045,11000,1
48059,47500,2
48068,50500,2
48069,583000,3
48082,2000,0
48089,3000,0
48093,1500,0
48094,3500,0
48097,1500,0
48141,158500,3
48143,10000,1
48159,14500,1
48219,41000,2
48224,33000,2
48234,2500,0
48240,69500,2
48244,63500,2
48266,1500,0
48275,27500,1
48283,15000,1
48290,2500,0
48296,17500,1
48309,79000,2
48353,13000,1
48373,3000,0
48393,2000,0
48413,1500,0
48440,11500,1
48444,3000,0
48453,90500,2
48473,245500,3
48478,2000,0
48481,22500,1
48484,1500,0
48488,20500,1
48507,307500,3
48516,3500,0
48524,25500,1
48538,145500,3
48574,4000,0
48589,12500,1
48590,2000,0
48592,10500,1
48599,2000,0
48608,14000,1
48625,17000,1
48644,2000,0
48661,2500,0
48681,1500,0
48780,59500,2
48814,90500,2
48832,27500,1
48848,42000,2
48866,8500,0
48886,25500,1
48912,1500,0
48965,2500,0
48975,9000,0
48981,98500,2
49130,2500,0
49140,54500,2
49147,3500,0
49162,28500,1
49175,1500,0
49195,1500,0
49205,229000,3
49216,2000,0
49232,149000,3
49329,21000,1
49340,4500,0
49487,1500,0
49508,22500,1
49511,61000,2
49562,5000,0
49564,3500,0
49602,16500,1
49716,2000,0
49726,3000,0
49759,1000,0
49783,1500,0
49788,2000,0
49849,1500,0
49934,76000,2
49971,8000,0
49980,136000,3
50001,1500,0
50084,23000,1
50121,16500,1
50140,3000,0
50146,6000,0
50179,2500,0
50205,39000,2
50216,52000,2
50221,3000,0
50353,15000,1
50441,22000,1
50483,30000,2
50526,11000,1
50532,5000,0
50536,4500,0
50603,2000,0
50625,1000,0
50637,2500,0
50650,2000,0
50731,28000,1
50841,2000,0
50853,24000,1
50871,8000,0
50927,1500,0
51052,3000,0
51139,2500,0
51168,9500,0
51192,20000,1
51203,1500,0
51219,1000,0
51272,7000,0
51289,16500,1
51292,1500,0
51375,16000,1
51380,500,0
51421,10000,1
51442,11500,1
51450,10500,1
51483,9500,0
51491,22000,1
51577,1000,0
51608,10000,1
51629,1500,0
51633,81000,2
51660,1000,0
51685,49500,2
51717,10000,1
51719,1000,0
51825,41500,2
51901,15000,1
51906,1500,0
51919,3500,0
51972,8000,0
51981,1500,0
51984,15000,1
52033,2500,0
52062,137500,3
52234,50000,2
52260,29000,1
52268,3000,0
52323,6500,0
52347,30500,2
52377,500,0
52401,316000,3
52427,2000,0
52451,22000,1
52563,2500,0
52606,3000,0
52624,2000,0
52653,3000,0
52780,1500,0
52824,13000,1
52848,83500,2
52859,2500,0
52862,1000,0
52903,6000,0
52923,22500,1
52945,3000,0
52956,8500,0
52960,3000,0
52965,9000,0
53114,2500,0
53131,3000,0
53134,4500,0
53145,16500,1
53181,2000,0
53198,21000,1
53212,1500,0
53226,1500,0
53230,1000,0
53246,11000,1
53259,4000,0
53261,5500,0
53272,3000,0
53321,3000,0
53324,8000,0
53391,2500,0
53414,11000,1
53422,6000,0
53445,10000,1
53462,38500,2
53470,178000,3
53471,1500,0
53476,1500,0
53510,419500,3
53546,2500,0
53574,18500,1
53604,74500,2
53639,53500,2
53646,2000,0
53660,705500,3
53665,5000,0
53669,4500,0
53671,4000,0
53676,1500,0
53714,74500,2
53738,1500,0
53741,9000,0
53764,13000,1
53770,68500,2
53778,1500,0
53801,1500,0
53808,8000,0
53817,8000,0
53818,16500,1
53824,28000,1
53828,3000,0
53832,2500,0
53846,5500,0
53868,9000,0
53878,1500,0
53898,7500,0
53908,3500,0
53928,31500,2
53976,3000,0
53996,94500,2
54018,1500,0
54020,4500,0
54044,1000,0
54070,13500,1
54078,2500,0
54085,13500,1
54097,30500,2
54100,6500,0
54119,2000,0
54124,4500,0
54143,1000,0
54152,12000,1
54205,38500,2
54235,17000,1
54351,5500,0
54409,7000,0
54478,1500,0
54541,43500,2
54549,8000,0
54601,6000,0
54649,3000,0
54674,140500,3
54698,11500,1
54737,8000,0
54758,79000,2
54913,15500,1
54955,5000,0
54965,42000,2
54985,1000,0
55000,5000,0
55003,23000,1
55027,8000,0
55031,14000,1
55070,195000,3
55083,1500,0
55092,5500,0
55123,20000,1
55131,13000,1
55145,13000,1
55170,7500,0
55174,9000,0
55183,2500,0
55188,13000,1
55240,145500,3
55254,1000,0
55260,32500,2
55263,2000,0
55275,1500,0
55289,21500,1
55318,8000,0
55327,5000,0
55339,1500,0
55362,5000,0
55386,23500,1
55399,20000,1
55400,3500,0
55401,2000,0
55403,3000,0
55446,29500,1
55447,5000,0
55457,500,0
55483,2133000,3
55503,103500,3
55522,2000,0
55547,1500,0
55549,1000,0
55551,4000,0
55558,48000,2
55574,12000,1
55582,9000,0
55609,2500,0
55619,4500,0
55620,2000,0
55634,1500,0
55647,36000,2
55659,17000,1
55684,2500,0
55697,3000,0
55716,10000,1
55727,6000,0
55739,16500,1
55757,2000,0
55803,46000,2
55831,1500,0
55851,1000,0
55900,23000,1
56027,2000,0
56033,21500,1
56048,5500,0
56056,6500,0
56062,46000,2
56063,4500,0
56079,2000,0
56091,13000,1
56139,11500,1
56148,156000,3
56166,41000,2
56189,1000,0
56195,3000,0
56211,252500,3
56220,43000,2
56262,1000,0
56274,2000,0
56288,153500,3
56308,12000,1
56313,10000,1
56314,72000,2
56323,23000,1
56324,1000,0
56345,2500,0
56348,14000,1
56372,19000,1
56388,28000,1
56389,32000,2
56395,9000,0
56423,16500,1
56437,3000,0
56438,37500,2
56480,2000,0
56494,15000,1
56497,12000,1
56584,101000,3
56607,1500,0
56608,14500,1
56624,2000,0
56644,6000,0
56668,3000,0
56670,500,0
56682,16000,1
56722,2500,0
56739,2000,0
56744,25500,1
56758,61000,2
56764,19500,1
56771,20000,1
56795,1500,0
56800,2500,0
56819,4500,0
56832,18500,1
56848,1500,0
56854,10500,1
56859,38500,2
56878,8000,0
56902,1000,0
56919,28000,1
56922,35000,2
56937,5000,0
56947,2000,0
56984,3000,0
56987,2000,0
56996,5000,0
57014,2500,0
57033,11000,1
57039,2000,0
57066,22000,1
57067,4000,0
57081,106000,3
57087,158500,3
57088,21000,1
57131,4000,0
57144,1000,0
57147,131000,3
57151,28000,1
57167,36000,2
57192,2500,0
57215,3000,0
57218,5000,0
57230,19000,1
57263,71000,2
57298,111500,3
57311,16500,1
57314,7000,0
57318,20000,1
57333,7000,0
57364,3500,0
57397,1000,0
57457,10000,1
57514,44500,2
57524,2500,0
57536,3500,0
57571,18000,1
57637,4000,0
57658,51000,2
57681,10000,1
57686,20000,1
57695,2000,0
57717,13000,1
57736,2000,0
57746,39500,2
57767,128000,3
57786,4500,0
57833,52500,2
57836,44500,2
57847,5000,0
57866,3500,0
57885,100500,3
57893,6000,0
57914,6000,0
57916,6500,0
57924,4000,0
57965,1000,0
57987,13500,1
57992,2000,0
58008,1500,0
58014,5000,0
58030,56500,2
58040,2000,0
58050,2000,0
58053,13500,1
58065,42000,2
58070,1000,0
58072,3500,0
58076,4500,0
58086,2000,0
58100,2000,0
58154,23500,1
58187,11000,1
58190,5500,0
58216,106000,3
58223,1500,0
58235,6000,0
58238,2000,0
58241,2000,0
58259,17000,1
58265,67500,2
58290,500,0
58291,86500,2
58301,500,0
58307,2500,0
58311,6000,0
58371,22000,1
58389,33000,2
58395,16000,1
58416,1000,0
58421,5000,0
58432,47000,2
58441,2500,0
58449,4000,0
58464,9500,0
58497,35000,2
58515,56000,2
58536,9500,0
58550,16000,1
58557,31500,2
58567,32000,2
58594,11500,1
58627,56000,2
58646,12000,1
58659,7500,0
58703,7500,0
58714,130000,3
58733,50500,2
58747,30000,2
58792,1500,0
58801,73000,2
58807,12000,1
58826,1500,0
58832,36000,2
58835,1000,0
58863,2000,0
58875,1500,0
58964,5500,0
58979,2500,0
59040,6000,0
59075,38500,2
59079,1000,0
59091,7500,0
59099,35000,2
59102,2000,0
59110,12500,1
59121,68000,2
59137,1500,0
59149,6000,0
59172,20000,1
59179,3500,0
59186,500,0
59225,47500,2
59229,1000,0
59249,34000,2
59281,57500,2
59283,65000,2
59316,47000,2
59318,28000,1
59321,4000,0
59324,1500,0
59333,21000,1
59363,30500,2
59371,4500,0
59390,24000,1
59414,59000,2
59459,2500,0
59530,11000,1
59541,1500,0
59549,1000,0
59611,4500,0
59621,30500,2
59645,10000,1
59761,4000,0
59783,64000,2
59839,33000,2
59887,2000,0
59893,7000,0
59898,6000,0
59899,12000,1
59929,51000,2
59945,142000,3
60045,25000,1
60065,7000,0
60072,2000,0
60146,2000,0
60183,30000,2
60185,2000,0
60247,92000,2
60261,500,0
60271,39000,2
60327,9000,0
60341,24000,1
60361,360000,3
60378,3500,0
60394,1000,0
60405,82500,2
60474,152000,3
60477,9000,0
60537,1000,0
60663,1000,0
60731,1500,0
60798,101500,3
60841,7000,0
60851,21500,1
61063,11500,1
61137,1500,0
61151,65000,2
61167,13000,1
61208,31500,2
61318,6000,0
61386,9000,0
61387,3000,0
61388,2000,0
61397,1500,0
61404,13000,1
61461,12000,1
61468,12000,1
61470,4000,0
61476,15000,1
61519,14500,1
61522,2000,0
61524,1500,0
61574,27500,1
61600,2000,0
61638,3000,0
61671,15500,1
61695,7500,0
61742,144000,3
61785,4500,0
61838,22000,1
61864,39000,2
61873,6000,0
61994,1000,0
62015,33000,2
62151,4500,0
62157,2500,0
62168,6000,0
62188,1500,0
62203,2500,0
62248,41500,2
62259,22000,1
62311,9000,0
62338,12000,1
62351,5000,0
62378,18000,1
62429,205500,3
62474,7000,0
62493,27500,1
62500,39500,2
62514,2000,0
62527,18000,1
62558,18500,1
62563,38000,2
62564,2000,0
62588,110000,3
62596,1500,0
62609,4000,0
62654,1500,0
62733,49000,2
62736,3000,0
62769,14000,1
62795,2500,0
62809,25000,1
62837,6000,0
62853,5000,0
62865,1500,0
62882,6500,0
62962,12000,1
62968,49000,2
62981,24000,1
63002,10000,1
63123,167000,3
63153,1000,0
63165,4000,0
63195,67000,2
63201,137500,3
63283,12500,1
63318,2500,0
63402,2000,0
63404,8000,0
63418,3500,0
63536,13500,1
63544,2000,0
63557,6000,0
63559,22500,1
63582,6000,0
63584,27000,1
63603,2000,0
63616,55500,2
63631,4500,0
63655,1000,0
63658,5000,0
63714,2500,0
63786,162500,3
63853,5000,0
63878,1500,0
63894,5000,0
63906,58000,2
63970,36000,2
63974,47000,2
63981,22000,1
64042,37500,2
64080,10000,1
64099,2000,0
64116,4000,0
64118,1500,0
